ref_date,yield_bid,price_bid,asset_code,matur_date,prazo_anos
2010-08-26,0.0604,1462.91,NTN-B Principal 150515,2015-05-15,4.717316906228611
2010-08-27,0.060899999999999996,1460.14,NTN-B Principal 150515,2015-05-15,4.714579055441479
2010-08-30,0.061500000000000006,1456.65,NTN-B Principal 150515,2015-05-15,4.706365503080082
2010-08-31,0.0621,1453.19,NTN-B Principal 150515,2015-05-15,4.70362765229295
2010-09-01,0.061799999999999994,1455.5,NTN-B Principal 150515,2015-05-15,4.700889801505818
2010-09-02,0.0622,1453.32,NTN-B Principal 150515,2015-05-15,4.698151950718686
2010-09-03,0.0616,1457.65,NTN-B Principal 150515,2015-05-15,4.695414099931554
2010-09-06,0.061500000000000006,1458.72,NTN-B Principal 150515,2015-05-15,4.687200547570157
2010-09-08,0.0611,1461.68,NTN-B Principal 150515,2015-05-15,4.681724845995893
2010-09-09,0.060899999999999996,1462.74,NTN-B Principal 150515,2015-05-15,4.678986995208761
2010-09-10,0.060599999999999994,1465.07,NTN-B Principal 150515,2015-05-15,4.676249144421629
2010-09-13,0.0608,1464.14,NTN-B Principal 150515,2015-05-15,4.6680355920602326
2010-09-14,0.0611,1462.58,NTN-B Principal 150515,2015-05-15,4.6652977412731005
2010-09-15,0.060899999999999996,1464.39,NTN-B Principal 150515,2015-05-15,4.662559890485968
2010-09-16,0.060899999999999996,1464.93,NTN-B Principal 150515,2015-05-15,4.659822039698836
2010-09-17,0.061799999999999994,1460.08,NTN-B Principal 150515,2015-05-15,4.657084188911704
2010-09-20,0.062400000000000004,1456.8,NTN-B Principal 150515,2015-05-15,4.648870636550308
2010-09-21,0.06269999999999999,1455.43,NTN-B Principal 150515,2015-05-15,4.646132785763176
2010-09-22,0.0622,1459.38,NTN-B Principal 150515,2015-05-15,4.643394934976044
2010-09-23,0.062400000000000004,1458.68,NTN-B Principal 150515,2015-05-15,4.640657084188912
2010-09-24,0.062,1462.22,NTN-B Principal 150515,2015-05-15,4.63791923340178
2010-09-27,0.062,1462.79,NTN-B Principal 150515,2015-05-15,4.629705681040384
2010-09-28,0.062400000000000004,1460.82,NTN-B Principal 150515,2015-05-15,4.6269678302532515
2010-09-29,0.06269999999999999,1459.49,NTN-B Principal 150515,2015-05-15,4.6242299794661195
2010-09-30,0.061900000000000004,1465.13,NTN-B Principal 150515,2015-05-15,4.621492128678987
2010-10-01,0.062,1465.51,NTN-B Principal 150515,2015-05-15,4.618754277891855
2010-10-04,0.0617,1467.98,NTN-B Principal 150515,2015-05-15,4.610540725530458
2010-10-05,0.0616,1469.19,NTN-B Principal 150515,2015-05-15,4.607802874743326
2010-10-06,0.0616,1469.75,NTN-B Principal 150515,2015-05-15,4.605065023956194
2010-10-07,0.0608,1475.42,NTN-B Principal 150515,2015-05-15,4.602327173169062
2010-10-08,0.060700000000000004,1477.06,NTN-B Principal 150515,2015-05-15,4.59958932238193
2010-10-11,0.0608,1477.21,NTN-B Principal 150515,2015-05-15,4.591375770020534
2010-10-13,0.0608,1477.78,NTN-B Principal 150515,2015-05-15,4.58590006844627
2010-10-14,0.060599999999999994,1479.62,NTN-B Principal 150515,2015-05-15,4.583162217659138
2010-10-15,0.0587,1492.98,NTN-B Principal 150515,2015-05-15,4.5804243668720055
2010-10-18,0.0583,1496.18,NTN-B Principal 150515,2015-05-15,4.572210814510609
2010-10-19,0.0588,1493.58,NTN-B Principal 150515,2015-05-15,4.569472963723477
2010-10-20,0.0601,1485.88,NTN-B Principal 150515,2015-05-15,4.566735112936345
2010-10-21,0.0592,1492.6,NTN-B Principal 150515,2015-05-15,4.563997262149213
2010-10-22,0.06,1488.81,NTN-B Principal 150515,2015-05-15,4.561259411362081
2010-10-25,0.0604,1486.93,NTN-B Principal 150515,2015-05-15,4.553045859000685
2010-10-26,0.061200000000000004,1482.53,NTN-B Principal 150515,2015-05-15,4.550308008213553
2010-10-27,0.06,1490.84,NTN-B Principal 150515,2015-05-15,4.547570157426421
2010-10-28,0.060899999999999996,1485.78,NTN-B Principal 150515,2015-05-15,4.544832306639288
2010-10-29,0.0608,1487.76,NTN-B Principal 150515,2015-05-15,4.542094455852156
2010-11-01,0.06,1493.86,NTN-B Principal 150515,2015-05-15,4.5338809034907595
2010-11-03,0.059800000000000006,1495.81,NTN-B Principal 150515,2015-05-15,4.528405201916495
2010-11-04,0.059800000000000006,1496.48,NTN-B Principal 150515,2015-05-15,4.525667351129363
2010-11-05,0.06,1496.55,NTN-B Principal 150515,2015-05-15,4.522929500342231
2010-11-08,0.0603,1495.32,NTN-B Principal 150515,2015-05-15,4.514715947980835
2010-11-09,0.0605,1495.48,NTN-B Principal 150515,2015-05-15,4.511978097193703
2010-11-10,0.0604,1496.82,NTN-B Principal 150515,2015-05-15,4.509240246406571
2010-11-11,0.059800000000000006,1501.35,NTN-B Principal 150515,2015-05-15,4.506502395619439
2010-11-12,0.059800000000000006,1503.08,NTN-B Principal 150515,2015-05-15,4.503764544832307
2010-11-16,0.059500000000000004,1505.65,NTN-B Principal 150515,2015-05-15,4.492813141683778
2010-11-17,0.0605,1499.94,NTN-B Principal 150515,2015-05-15,4.490075290896646
2010-11-18,0.0602,1502.5,NTN-B Principal 150515,2015-05-15,4.487337440109514
2010-11-19,0.0605,1501.86,NTN-B Principal 150515,2015-05-15,4.484599589322382
2010-11-22,0.060700000000000004,1501.24,NTN-B Principal 150515,2015-05-15,4.476386036960986
2010-11-23,0.0623,1491.82,NTN-B Principal 150515,2015-05-15,4.473648186173854
2010-11-24,0.0621,1494.82,NTN-B Principal 150515,2015-05-15,4.470910335386721
2010-11-25,0.062,1496.22,NTN-B Principal 150515,2015-05-15,4.468172484599589
2010-11-26,0.061200000000000004,1502.85,NTN-B Principal 150515,2015-05-15,4.465434633812457
2010-11-29,0.0621,1497.96,NTN-B Principal 150515,2015-05-15,4.457221081451061
2010-11-30,0.0632,1491.84,NTN-B Principal 150515,2015-05-15,4.454483230663929
2010-12-01,0.06269999999999999,1495.74,NTN-B Principal 150515,2015-05-15,4.4517453798767965
2010-12-02,0.06269999999999999,1496.51,NTN-B Principal 150515,2015-05-15,4.4490075290896645
2010-12-03,0.0629,1496.86,NTN-B Principal 150515,2015-05-15,4.446269678302532
2010-12-06,0.06280000000000001,1498.26,NTN-B Principal 150515,2015-05-15,4.438056125941136
2010-12-07,0.063,1497.79,NTN-B Principal 150515,2015-05-15,4.435318275154004
2010-12-08,0.0632,1497.32,NTN-B Principal 150515,2015-05-15,4.432580424366872
2010-12-09,0.0637,1494.98,NTN-B Principal 150515,2015-05-15,4.42984257357974
2010-12-10,0.0636,1497.21,NTN-B Principal 150515,2015-05-15,4.427104722792608
2010-12-13,0.062400000000000004,1505.47,NTN-B Principal 150515,2015-05-15,4.418891170431212
2010-12-14,0.0623,1506.87,NTN-B Principal 150515,2015-05-15,4.41615331964408
2010-12-15,0.061399999999999996,1513.17,NTN-B Principal 150515,2015-05-15,4.413415468856948
2010-12-16,0.061500000000000006,1513.19,NTN-B Principal 150515,2015-05-15,4.4106776180698155
2010-12-17,0.0608,1518.84,NTN-B Principal 150515,2015-05-15,4.407939767282683
2010-12-20,0.0608,1519.49,NTN-B Principal 150515,2015-05-15,4.399726214921286
2010-12-21,0.060700000000000004,1520.78,NTN-B Principal 150515,2015-05-15,4.396988364134154
2010-12-22,0.0608,1520.76,NTN-B Principal 150515,2015-05-15,4.394250513347022
2010-12-23,0.060899999999999996,1522.02,NTN-B Principal 150515,2015-05-15,4.39151266255989
2010-12-24,0.061200000000000004,1520.14,NTN-B Principal 150515,2015-05-15,4.388774811772758
2010-12-27,0.061200000000000004,1520.79,NTN-B Principal 150515,2015-05-15,4.380561259411362
2010-12-28,0.061200000000000004,1521.44,NTN-B Principal 150515,2015-05-15,4.37782340862423
2010-12-29,0.0611,1522.72,NTN-B Principal 150515,2015-05-15,4.375085557837098
2010-12-30,0.0611,1524.62,NTN-B Principal 150515,2015-05-15,4.372347707049966
2010-12-31,0.061,1525.24,NTN-B Principal 150515,2015-05-15,4.369609856262834
2010-01-04,0.0629,767.75,NTN-B Principal 150824,2024-08-15,14.611909650924025
2010-01-05,0.06280000000000001,769.07,NTN-B Principal 150824,2024-08-15,14.609171800136892
2010-01-06,0.0626,771.46,NTN-B Principal 150824,2024-08-15,14.60643394934976
2010-01-07,0.062400000000000004,773.85,NTN-B Principal 150824,2024-08-15,14.603696098562628
2010-01-08,0.062400000000000004,774.31,NTN-B Principal 150824,2024-08-15,14.600958247775496
2010-01-11,0.0623,775.65,NTN-B Principal 150824,2024-08-15,14.5927446954141
2010-01-12,0.0623,775.92,NTN-B Principal 150824,2024-08-15,14.590006844626968
2010-01-13,0.0623,776.27,NTN-B Principal 150824,2024-08-15,14.587268993839835
2010-01-14,0.0623,776.55,NTN-B Principal 150824,2024-08-15,14.584531143052704
2010-01-15,0.062400000000000004,776.12,NTN-B Principal 150824,2024-08-15,14.581793292265571
2010-01-18,0.0625,775.39,NTN-B Principal 150824,2024-08-15,14.573579739904176
2010-01-19,0.0625,775.72,NTN-B Principal 150824,2024-08-15,14.570841889117043
2010-01-20,0.0629,771.83,NTN-B Principal 150824,2024-08-15,14.568104038329912
2010-01-21,0.063,771.11,NTN-B Principal 150824,2024-08-15,14.565366187542779
2010-01-22,0.0632,769.63,NTN-B Principal 150824,2024-08-15,14.562628336755647
2010-01-25,0.0633,769.13,NTN-B Principal 150824,2024-08-15,14.55441478439425
2010-01-26,0.0633,769.48,NTN-B Principal 150824,2024-08-15,14.55167693360712
2010-01-27,0.0633,769.84,NTN-B Principal 150824,2024-08-15,14.548939082819986
2010-01-28,0.06309999999999999,772.29,NTN-B Principal 150824,2024-08-15,14.546201232032855
2010-01-29,0.06309999999999999,772.98,NTN-B Principal 150824,2024-08-15,14.543463381245722
2010-02-01,0.0629,775.45,NTN-B Principal 150824,2024-08-15,14.535249828884325
2010-02-02,0.06280000000000001,776.86,NTN-B Principal 150824,2024-08-15,14.532511978097194
2010-02-03,0.06269999999999999,778.27,NTN-B Principal 150824,2024-08-15,14.529774127310061
2010-02-04,0.062400000000000004,781.82,NTN-B Principal 150824,2024-08-15,14.52703627652293
2010-02-05,0.061900000000000004,788.34,NTN-B Principal 150824,2024-08-15,14.524298425735797
2010-02-08,0.061799999999999994,789.8,NTN-B Principal 150824,2024-08-15,14.516084873374401
2010-02-09,0.061799999999999994,790.17,NTN-B Principal 150824,2024-08-15,14.513347022587268
2010-02-10,0.062,788.4,NTN-B Principal 150824,2024-08-15,14.510609171800137
2010-02-11,0.061900000000000004,789.85,NTN-B Principal 150824,2024-08-15,14.507871321013004
2010-02-12,0.061900000000000004,790.99,NTN-B Principal 150824,2024-08-15,14.505133470225873
2010-02-17,0.062,790.28,NTN-B Principal 150824,2024-08-15,14.491444216290212
2010-02-18,0.061900000000000004,791.73,NTN-B Principal 150824,2024-08-15,14.48870636550308
2010-02-19,0.061900000000000004,792.48,NTN-B Principal 150824,2024-08-15,14.485968514715948
2010-02-22,0.061900000000000004,792.86,NTN-B Principal 150824,2024-08-15,14.477754962354553
2010-02-23,0.061900000000000004,793.23,NTN-B Principal 150824,2024-08-15,14.47501711156742
2010-02-24,0.061900000000000004,793.95,NTN-B Principal 150824,2024-08-15,14.472279260780287
2010-02-25,0.061900000000000004,794.35,NTN-B Principal 150824,2024-08-15,14.469541409993155
2010-02-26,0.061900000000000004,795.21,NTN-B Principal 150824,2024-08-15,14.466803559206022
2010-03-01,0.0621,793.46,NTN-B Principal 150824,2024-08-15,14.458590006844627
2010-03-02,0.0621,793.87,NTN-B Principal 150824,2024-08-15,14.455852156057494
2010-03-03,0.0621,794.28,NTN-B Principal 150824,2024-08-15,14.453114305270363
2010-03-04,0.0621,794.69,NTN-B Principal 150824,2024-08-15,14.45037645448323
2010-03-05,0.0622,794.47,NTN-B Principal 150824,2024-08-15,14.447638603696099
2010-03-08,0.0623,793.8,NTN-B Principal 150824,2024-08-15,14.439425051334702
2010-03-09,0.0623,794.21,NTN-B Principal 150824,2024-08-15,14.43668720054757
2010-03-10,0.0623,794.62,NTN-B Principal 150824,2024-08-15,14.433949349760438
2010-03-11,0.062400000000000004,793.96,NTN-B Principal 150824,2024-08-15,14.431211498973306
2010-03-12,0.0625,793.73,NTN-B Principal 150824,2024-08-15,14.428473648186174
2010-03-15,0.0625,794.02,NTN-B Principal 150824,2024-08-15,14.420260095824778
2010-03-16,0.0625,794.31,NTN-B Principal 150824,2024-08-15,14.417522245037645
2010-03-17,0.0625,794.61,NTN-B Principal 150824,2024-08-15,14.414784394250514
2010-03-18,0.0623,797.05,NTN-B Principal 150824,2024-08-15,14.412046543463381
2010-03-19,0.0622,798.62,NTN-B Principal 150824,2024-08-15,14.40930869267625
2010-03-22,0.0621,799.99,NTN-B Principal 150824,2024-08-15,14.401095140314853
2010-03-23,0.062,801.36,NTN-B Principal 150824,2024-08-15,14.39835728952772
2010-03-24,0.0621,800.86,NTN-B Principal 150824,2024-08-15,14.395619438740589
2010-03-25,0.062,802.26,NTN-B Principal 150824,2024-08-15,14.392881587953456
2010-03-26,0.061799999999999994,805.01,NTN-B Principal 150824,2024-08-15,14.390143737166325
2010-03-29,0.0617,806.42,NTN-B Principal 150824,2024-08-15,14.381930184804927
2010-03-30,0.0616,807.83,NTN-B Principal 150824,2024-08-15,14.379192334017796
2010-03-31,0.0616,808.15,NTN-B Principal 150824,2024-08-15,14.376454483230663
2010-04-01,0.061500000000000006,809.96,NTN-B Principal 150824,2024-08-15,14.373716632443532
2010-04-05,0.061500000000000006,810.28,NTN-B Principal 150824,2024-08-15,14.362765229295004
2010-04-06,0.061399999999999996,811.69,NTN-B Principal 150824,2024-08-15,14.360027378507871
2010-04-07,0.061399999999999996,812.02,NTN-B Principal 150824,2024-08-15,14.35728952772074
2010-04-08,0.0611,815.76,NTN-B Principal 150824,2024-08-15,14.354551676933607
2010-04-09,0.0603,825.22,NTN-B Principal 150824,2024-08-15,14.351813826146476
2010-04-12,0.0602,826.66,NTN-B Principal 150824,2024-08-15,14.343600273785079
2010-04-13,0.0602,826.99,NTN-B Principal 150824,2024-08-15,14.340862422997947
2010-04-14,0.060599999999999994,822.87,NTN-B Principal 150824,2024-08-15,14.338124572210814
2010-04-15,0.0616,812.19,NTN-B Principal 150824,2024-08-15,14.335386721423683
2010-04-16,0.0616,812.76,NTN-B Principal 150824,2024-08-15,14.33264887063655
2010-04-19,0.061500000000000006,814.17,NTN-B Principal 150824,2024-08-15,14.324435318275153
2010-04-20,0.061799999999999994,811.34,NTN-B Principal 150824,2024-08-15,14.321697467488022
2010-04-22,0.06280000000000001,800.9,NTN-B Principal 150824,2024-08-15,14.316221765913758
2010-04-23,0.06280000000000001,801.49,NTN-B Principal 150824,2024-08-15,14.313483915126625
2010-04-26,0.06309999999999999,798.59,NTN-B Principal 150824,2024-08-15,14.30527036276523
2010-04-27,0.06280000000000001,802.14,NTN-B Principal 150824,2024-08-15,14.302532511978097
2010-04-28,0.063,800.32,NTN-B Principal 150824,2024-08-15,14.299794661190965
2010-04-29,0.06309999999999999,799.58,NTN-B Principal 150824,2024-08-15,14.297056810403832
2010-04-30,0.0617,815.33,NTN-B Principal 150824,2024-08-15,14.294318959616701
2010-05-03,0.061399999999999996,818.95,NTN-B Principal 150824,2024-08-15,14.286105407255304
2010-05-04,0.061399999999999996,819.28,NTN-B Principal 150824,2024-08-15,14.283367556468173
2010-05-05,0.0616,817.42,NTN-B Principal 150824,2024-08-15,14.28062970568104
2010-05-06,0.0621,812.28,NTN-B Principal 150824,2024-08-15,14.277891854893909
2010-05-07,0.0626,807.93,NTN-B Principal 150824,2024-08-15,14.275154004106776
2010-05-10,0.0649,783.8,NTN-B Principal 150824,2024-08-15,14.26694045174538
2010-05-11,0.0642,791.51,NTN-B Principal 150824,2024-08-15,14.264202600958248
2010-05-12,0.0639,795.03,NTN-B Principal 150824,2024-08-15,14.261464750171116
2010-05-13,0.0639,795.38,NTN-B Principal 150824,2024-08-15,14.258726899383984
2010-05-14,0.0635,800.22,NTN-B Principal 150824,2024-08-15,14.255989048596852
2010-05-17,0.0635,800.53,NTN-B Principal 150824,2024-08-15,14.247775496235455
2010-05-18,0.0637,798.71,NTN-B Principal 150824,2024-08-15,14.245037645448322
2010-05-19,0.0638,797.96,NTN-B Principal 150824,2024-08-15,14.242299794661191
2010-05-20,0.064,796.14,NTN-B Principal 150824,2024-08-15,14.239561943874058
2010-05-21,0.064,796.75,NTN-B Principal 150824,2024-08-15,14.236824093086927
2010-05-24,0.0639,798.13,NTN-B Principal 150824,2024-08-15,14.22861054072553
2010-05-25,0.0639,798.45,NTN-B Principal 150824,2024-08-15,14.225872689938399
2010-05-26,0.0639,798.77,NTN-B Principal 150824,2024-08-15,14.223134839151266
2010-05-27,0.0639,799.09,NTN-B Principal 150824,2024-08-15,14.220396988364135
2010-05-28,0.0637,801.79,NTN-B Principal 150824,2024-08-15,14.217659137577002
2010-05-31,0.0637,802.11,NTN-B Principal 150824,2024-08-15,14.209445585215606
2010-06-01,0.0636,803.5,NTN-B Principal 150824,2024-08-15,14.206707734428473
2010-06-02,0.0633,807.16,NTN-B Principal 150824,2024-08-15,14.203969883641342
2010-06-04,0.06309999999999999,809.89,NTN-B Principal 150824,2024-08-15,14.198494182067078
2010-06-07,0.0625,816.71,NTN-B Principal 150824,2024-08-15,14.190280629705681
2010-06-08,0.0625,817.03,NTN-B Principal 150824,2024-08-15,14.18754277891855
2010-06-09,0.0626,815.92,NTN-B Principal 150824,2024-08-15,14.184804928131417
2010-06-10,0.0625,817.32,NTN-B Principal 150824,2024-08-15,14.182067077344286
2010-06-11,0.0625,817.86,NTN-B Principal 150824,2024-08-15,14.179329226557153
2010-06-14,0.0626,817.08,NTN-B Principal 150824,2024-08-15,14.171115674195756
2010-06-15,0.0626,817.34,NTN-B Principal 150824,2024-08-15,14.168377823408624
2010-06-16,0.0629,814.35,NTN-B Principal 150824,2024-08-15,14.165639972621491
2010-06-17,0.06269999999999999,816.77,NTN-B Principal 150824,2024-08-15,14.16290212183436
2010-06-18,0.06269999999999999,817.16,NTN-B Principal 150824,2024-08-15,14.160164271047227
2010-06-21,0.0625,819.59,NTN-B Principal 150824,2024-08-15,14.151950718685832
2010-06-22,0.0625,819.85,NTN-B Principal 150824,2024-08-15,14.149212867898699
2010-06-23,0.0625,819.86,NTN-B Principal 150824,2024-08-15,14.146475017111568
2010-06-24,0.0625,820.1,NTN-B Principal 150824,2024-08-15,14.143737166324435
2010-06-25,0.062400000000000004,821.49,NTN-B Principal 150824,2024-08-15,14.140999315537304
2010-06-28,0.0625,820.63,NTN-B Principal 150824,2024-08-15,14.132785763175907
2010-06-29,0.062400000000000004,821.96,NTN-B Principal 150824,2024-08-15,14.130047912388775
2010-06-30,0.0626,820.01,NTN-B Principal 150824,2024-08-15,14.127310061601642
2010-07-01,0.0666,777.99,NTN-B Principal 150824,2024-08-15,14.124572210814511
2010-07-02,0.06280000000000001,818.38,NTN-B Principal 150824,2024-08-15,14.121834360027378
2010-07-05,0.06269999999999999,819.7,NTN-B Principal 150824,2024-08-15,14.113620807665983
2010-07-06,0.06269999999999999,819.93,NTN-B Principal 150824,2024-08-15,14.11088295687885
2010-07-07,0.06269999999999999,819.35,NTN-B Principal 150824,2024-08-15,14.108145106091717
2010-07-08,0.0629,817.38,NTN-B Principal 150824,2024-08-15,14.105407255304586
2010-07-09,0.0634,812.19,NTN-B Principal 150824,2024-08-15,14.102669404517453
2010-07-12,0.0634,812.39,NTN-B Principal 150824,2024-08-15,14.094455852156058
2010-07-13,0.0639,807.24,NTN-B Principal 150824,2024-08-15,14.091718001368925
2010-07-14,0.0638,808.51,NTN-B Principal 150824,2024-08-15,14.088980150581794
2010-07-15,0.0634,813.04,NTN-B Principal 150824,2024-08-15,14.08624229979466
2010-07-16,0.0632,815.54,NTN-B Principal 150824,2024-08-15,14.08350444900753
2010-07-19,0.0626,822.28,NTN-B Principal 150824,2024-08-15,14.075290896646132
2010-07-20,0.0629,819.28,NTN-B Principal 150824,2024-08-15,14.072553045859001
2010-07-21,0.06280000000000001,820.32,NTN-B Principal 150824,2024-08-15,14.069815195071868
2010-07-22,0.0625,823.78,NTN-B Principal 150824,2024-08-15,14.067077344284737
2010-07-23,0.0621,828.37,NTN-B Principal 150824,2024-08-15,14.064339493497604
2010-07-26,0.062400000000000004,825.31,NTN-B Principal 150824,2024-08-15,14.056125941136209
2010-07-27,0.0626,823.34,NTN-B Principal 150824,2024-08-15,14.053388090349076
2010-07-28,0.0622,827.91,NTN-B Principal 150824,2024-08-15,14.050650239561945
2010-07-29,0.0622,828.11,NTN-B Principal 150824,2024-08-15,14.047912388774812
2010-07-30,0.0622,828.34,NTN-B Principal 150824,2024-08-15,14.04517453798768
2010-08-02,0.062,830.74,NTN-B Principal 150824,2024-08-15,14.036960985626283
2010-08-03,0.062400000000000004,826.58,NTN-B Principal 150824,2024-08-15,14.03422313483915
2010-08-04,0.062400000000000004,826.79,NTN-B Principal 150824,2024-08-15,14.03148528405202
2010-08-05,0.06269999999999999,823.75,NTN-B Principal 150824,2024-08-15,14.028747433264886
2010-08-06,0.0626,824.86,NTN-B Principal 150824,2024-08-15,14.026009582477755
2010-08-09,0.06280000000000001,822.9,NTN-B Principal 150824,2024-08-15,14.017796030116358
2010-08-10,0.0629,822.02,NTN-B Principal 150824,2024-08-15,14.015058179329227
2010-08-11,0.0629,822.22,NTN-B Principal 150824,2024-08-15,14.012320328542094
2010-08-12,0.062400000000000004,827.84,NTN-B Principal 150824,2024-08-15,14.009582477754963
2010-08-13,0.062,832.47,NTN-B Principal 150824,2024-08-15,14.00684462696783
2010-08-16,0.060899999999999996,844.86,NTN-B Principal 150824,2024-08-15,13.998631074606434
2010-08-17,0.0602,852.93,NTN-B Principal 150824,2024-08-15,13.995893223819301
2010-08-18,0.0602,853.2,NTN-B Principal 150824,2024-08-15,13.99315537303217
2010-08-19,0.0601,854.59,NTN-B Principal 150824,2024-08-15,13.990417522245037
2010-08-20,0.0601,854.98,NTN-B Principal 150824,2024-08-15,13.987679671457906
2010-08-23,0.0601,854.87,NTN-B Principal 150824,2024-08-15,13.979466119096509
2010-08-24,0.06,856.22,NTN-B Principal 150824,2024-08-15,13.976728268309378
2010-08-25,0.0591,866.63,NTN-B Principal 150824,2024-08-15,13.973990417522245
2010-08-26,0.0592,865.71,NTN-B Principal 150824,2024-08-15,13.971252566735114
2010-08-27,0.0592,865.99,NTN-B Principal 150824,2024-08-15,13.96851471594798
2010-08-30,0.0594,863.94,NTN-B Principal 150824,2024-08-15,13.960301163586584
2010-08-31,0.059699999999999996,860.77,NTN-B Principal 150824,2024-08-15,13.957563312799453
2010-09-01,0.059500000000000004,863.25,NTN-B Principal 150824,2024-08-15,13.95482546201232
2010-09-02,0.0599,858.96,NTN-B Principal 150824,2024-08-15,13.952087611225188
2010-09-03,0.059699999999999996,861.49,NTN-B Principal 150824,2024-08-15,13.949349760438055
2010-09-06,0.059699999999999996,861.73,NTN-B Principal 150824,2024-08-15,13.94113620807666
2010-09-08,0.0594,865.35,NTN-B Principal 150824,2024-08-15,13.935660506502396
2010-09-09,0.059500000000000004,864.08,NTN-B Principal 150824,2024-08-15,13.932922655715263
2010-09-10,0.0596,863.18,NTN-B Principal 150824,2024-08-15,13.930184804928132
2010-09-13,0.059699999999999996,862.26,NTN-B Principal 150824,2024-08-15,13.921971252566735
2010-09-14,0.06,859.09,NTN-B Principal 150824,2024-08-15,13.919233401779604
2010-09-15,0.0599,860.52,NTN-B Principal 150824,2024-08-15,13.91649555099247
2010-09-16,0.06,859.71,NTN-B Principal 150824,2024-08-15,13.91375770020534
2010-09-17,0.0605,854.64,NTN-B Principal 150824,2024-08-15,13.911019849418206
2010-09-20,0.060899999999999996,850.5,NTN-B Principal 150824,2024-08-15,13.902806297056811
2010-09-21,0.0608,851.92,NTN-B Principal 150824,2024-08-15,13.900068446269678
2010-09-22,0.060700000000000004,853.48,NTN-B Principal 150824,2024-08-15,13.897330595482547
2010-09-23,0.060700000000000004,853.8,NTN-B Principal 150824,2024-08-15,13.894592744695414
2010-09-24,0.0602,859.98,NTN-B Principal 150824,2024-08-15,13.891854893908283
2010-09-27,0.0601,861.43,NTN-B Principal 150824,2024-08-15,13.883641341546886
2010-09-28,0.0601,861.76,NTN-B Principal 150824,2024-08-15,13.880903490759753
2010-09-29,0.0603,859.84,NTN-B Principal 150824,2024-08-15,13.878165639972622
2010-09-30,0.0599,864.67,NTN-B Principal 150824,2024-08-15,13.875427789185489
2010-10-01,0.0601,863,NTN-B Principal 150824,2024-08-15,13.872689938398358
2010-10-04,0.0599,865.59,NTN-B Principal 150824,2024-08-15,13.86447638603696
2010-10-05,0.059800000000000006,867.05,NTN-B Principal 150824,2024-08-15,13.86173853524983
2010-10-06,0.059800000000000006,867.37,NTN-B Principal 150824,2024-08-15,13.859000684462696
2010-10-07,0.0594,872.24,NTN-B Principal 150824,2024-08-15,13.856262833675565
2010-10-08,0.0594,872.83,NTN-B Principal 150824,2024-08-15,13.853524982888432
2010-10-11,0.0593,874.43,NTN-B Principal 150824,2024-08-15,13.845311430527037
2010-10-13,0.0593,874.76,NTN-B Principal 150824,2024-08-15,13.839835728952773
2010-10-14,0.059000000000000004,878.51,NTN-B Principal 150824,2024-08-15,13.83709787816564
2010-10-15,0.057699999999999994,894.22,NTN-B Principal 150824,2024-08-15,13.834360027378509
2010-10-18,0.0574,898.09,NTN-B Principal 150824,2024-08-15,13.826146475017111
2010-10-19,0.057699999999999994,894.96,NTN-B Principal 150824,2024-08-15,13.82340862422998
2010-10-20,0.0591,879.17,NTN-B Principal 150824,2024-08-15,13.820670773442847
2010-10-21,0.058499999999999996,886.62,NTN-B Principal 150824,2024-08-15,13.817932922655714
2010-10-22,0.0592,879.38,NTN-B Principal 150824,2024-08-15,13.815195071868583
2010-10-25,0.0593,878.63,NTN-B Principal 150824,2024-08-15,13.806981519507186
2010-10-26,0.0599,872.21,NTN-B Principal 150824,2024-08-15,13.804243668720055
2010-10-27,0.0593,879.42,NTN-B Principal 150824,2024-08-15,13.801505817932922
2010-10-28,0.0596,876.4,NTN-B Principal 150824,2024-08-15,13.79876796714579
2010-10-29,0.0596,877.19,NTN-B Principal 150824,2024-08-15,13.796030116358658
2010-11-01,0.059000000000000004,884.63,NTN-B Principal 150824,2024-08-15,13.787816563997263
2010-11-03,0.0587,888.48,NTN-B Principal 150824,2024-08-15,13.782340862422998
2010-11-04,0.0587,888.88,NTN-B Principal 150824,2024-08-15,13.779603011635865
2010-11-05,0.058600000000000006,890.83,NTN-B Principal 150824,2024-08-15,13.776865160848734
2010-11-08,0.058499999999999996,892.38,NTN-B Principal 150824,2024-08-15,13.768651608487337
2010-11-09,0.0591,886.31,NTN-B Principal 150824,2024-08-15,13.765913757700206
2010-11-10,0.059000000000000004,887.88,NTN-B Principal 150824,2024-08-15,13.763175906913073
2010-11-11,0.0583,896.38,NTN-B Principal 150824,2024-08-15,13.760438056125942
2010-11-12,0.057999999999999996,900.91,NTN-B Principal 150824,2024-08-15,13.757700205338809
2010-11-16,0.057699999999999994,904.8,NTN-B Principal 150824,2024-08-15,13.74674880219028
2010-11-17,0.0584,897.02,NTN-B Principal 150824,2024-08-15,13.744010951403148
2010-11-18,0.0584,897.4,NTN-B Principal 150824,2024-08-15,13.741273100616016
2010-11-19,0.058899999999999994,892.36,NTN-B Principal 150824,2024-08-15,13.738535249828884
2010-11-22,0.058899999999999994,892.75,NTN-B Principal 150824,2024-08-15,13.730321697467488
2010-11-23,0.0605,874.87,NTN-B Principal 150824,2024-08-15,13.727583846680355
2010-11-24,0.0604,877.02,NTN-B Principal 150824,2024-08-15,13.724845995893224
